46,169.252,9602.55,136.389,57863.4
47,236.15,9556.89,175.491,103880
48,113773,9009.54,55.1552,1.57294e+07
49,409.133,9490.97,-0.46507,-476.95
50,4647.52,8789.62,84.3142,982228
51,126.576,9745.11,-1.05956,-336.176
52,-5864.21,8915.62,46.3143,-680793
53,14.1382,9813.9,135.899,4816.16
54,93.6086,9554.92,-0.113595,-26.6541
55,27.8854,9636.58,109.91,7682.52
56,43.5712,9801.78,117.387,12820.6
57,101.399,10679,-916.478,-232940
58,77.3739,9645.65,114.068,22123.3
59,89.7857,9574.36,111.511,25096.5
60,132.768,9591.33,116.149,38654.6
61,210.406,9512.36,124.829,65836
62,235.931,9529.74,112.404,66474.8
63,400.819,9415.77,155.39,156121
