41,3.17387,15314.1,401.019,3190.39
42,31.2793,15111.4,229.745,18013.3
43,38.4294,15119.1,261.14,25155.2
44,51.2816,14908.6,243.186,31260
45,57.9295,14743.6,230.923,33531.8
46,72.5632,14989.1,238.606,43399.7
47,90.5898,14833.7,247.75,56257.9
48,-162.419,13992.6,-81.1694,33046.1
49,2.52384,15318.7,-170.7,-1079.91
50,2.76388,15343,-15.2576,-105.705
51,3.18155,15222.4,-73.876,-589.158
52,8.39853,15354.3,176.38,3713.16
53,22.1884,15065.8,0.778131,43.2782
54,15.9837,15083.8,202.245,8102.98
55,22.0187,15063.2,205.716,11354
56,28.5298,15297.3,209.674,14994.5
57,36.8697,15247.9,215.452,19911.7
58,44.0608,15066.5,210.588,23258.2
59,55.5706,14953.8,215.869,30069.4
60,68.762,14973,209.53,36114.7
61,100.769,14807.4,214.61,54208.5
62,120.822,14863.8,198.72,60183.4
63,183.729,14610.9,212.004,97636.5
